Gene	JD-MD_EP-WT3_NEY922A14-9_S38	JD-MD_EP-WT2_NEY922A14-8_S37	JD-MD_EP-WT1_NEY922A14-7_S36	JD-MD_EP-KO4_NEY922A14-14_S6	JD-MD_EP-KO3_NEY922A14-13_S5	JD-MD_EP-KO2_NEY922A14-12_S4	JD-MD_EP-KO1_NEY922A14-11_S3
2210011K15Rik	0	0	0	0	0	0	0
2210013O21Rik	238	377	173	215	436	366	277
2210016F16Rik	663	1162	658	669	1334	1239	1060
2210016L21Rik	243	242	185	234	431	436	359
2210019I11Rik	0	0	0	0	0	0	0
2210039B01Rik	1	5	3	6	5	3	6
2210404E10Rik	0	0	0	0	0	0	0
2210404O09Rik	32	23	16	19	44	43	36
2210406O10Rik	1	6	1	0	1	0	0
2210407C18Rik	0	0	0	0	0	0	0
2210408F21Rik	78	150	63	70	236	152	136
2210408I21Rik	39	33	24	24	47	39	41
2210409D07Rik	0	0	0	0	0	0	0
2210409E12Rik	0	0	0	0	0	0	0
2210414B05Rik	0	0	0	0	0	0	0
2210416O15Rik	0	0	0	0	0	0	0
2210417A02Rik	3	9	21	3	9	7	9
2210418O10Rik	12	9	5	3	6	11	8
2210420H20Rik	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0
2300009A05Rik	33	57	39	37	101	99	65
2310001H17Rik	24	68	36	40	86	71	62
2310001K24Rik	0	0	1	0	0	0	0
2310002D06Rik	0	0	0	0	1	0	0
2310002F09Rik	0	3	0	0	0	0	0
2310002L09Rik	0	0	0	0	0	0	0
2310003N18Rik	0	0	1	2	0	0	0
2310005A03Rik	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0
2310007B03Rik	1	0	1	0	5	2	1
2310008N11Rik	0	4	0	2	5	1	0
2310009A05Rik	46	109	56	70	149	82	69
2310009B15Rik	15	38	19	22	34	38	13
2310010J17Rik	31	89	28	31	53	54	30
2310011J03Rik	724	1076	746	687	1173	1112	920
2310014F06Rik	0	0	0	0	1	0	0
2310015A10Rik	38	21	32	26	70	71	73
2310015A16Rik	0	0	0	0	0	0	0
2310015D24Rik	0	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0
2310016D23Rik	0	0	0	0	0	0	0
2310016G11Rik	1	1	0	1	7	0	1
2310020H05Rik	0	0	0	0	0	0	0
2310022A10Rik	1317	1264	1359	1075	1800	1829	1576
2310022B05Rik	190	142	175	143	264	338	214
2310026I22Rik	0	0	0	0	0	0	0
2310030A07Rik	0	0	0	0	0	0	0
2310030G06Rik	0	0	0	0	0	0	0
2310033P09Rik	377	850	492	553	759	683	484
2310034C09Rik	0	0	0	0	0	0	0
2310034G01Rik	2	1	1	1	4	0	1
2310034O05Rik	0	0	0	0	0	0	0
2310034P14Rik	24	18	19	28	44	38	36
2310035C23Rik	565	445	561	556	1020	1161	947
2310036O22Rik	1695	2930	1769	1798	3535	2856	2223
2310039H08Rik	49	89	39	58	89	72	38
2310039L15Rik	0	0	0	0	0	0	1
2310040G24Rik	52	90	38	27	52	62	33
2310043L19Rik	0	0	0	3	1	2	5
2310043O21Rik	0	0	0	0	0	0	0
2310045n01rik-mef2b	0	0	0	0	0	0	0
2310047D07Rik	21	12	12	4	20	11	12
2310050C09Rik	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0
2310057M21Rik	210	130	159	148	309	364	243
2310057N15Rik	0	0	0	0	0	0	0
2310061I04Rik	160	118	131	161	257	297	209
2310061N02Rik	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0
2310067E19Rik	0	0	0	0	0	0	0
2310068J16Rik	0	2	1	0	4	9	4
2310069B03Rik	4	1	0	5	12	5	1
2310069G16Rik	0	0	0	0	0	0	0
2310075C17Rik	0	0	0	0	0	0	0
2310075K07Rik	22	20	14	17	18	21	10
2310079G19Rik	0	0	0	0	0	0	0
2310081J21Rik	0	0	0	0	0	0	0
2400006E01Rik	0	0	2	2	0	0	0
2410002F23Rik	485	412	575	500	901	1026	670
2410003L11Rik	6	3	3	4	2	8	5
2410004B18Rik	267	437	358	312	620	576	452
2410004I01Rik	0	0	0	0	0	0	0
2410004P03Rik	57	41	33	104	153	164	110
2410006H16Rik	178	392	157	200	429	322	218
2410012E07Rik	0	0	0	0	0	0	0
2410015M20Rik	590	1020	676	629	1298	1136	837
2410016O06Rik	286	208	289	279	430	420	337
2410017I17Rik	0	0	0	0	0	0	0
2410018L13Rik	0	0	0	0	0	0	0
2410021H03Rik	0	0	0	0	0	0	0
2410022M11Rik	9	36	11	10	30	19	14
2410080I02Rik	4	5	0	2	6	0	2
2410089E03Rik	320	150	315	231	442	546	494
2410124H12Rik	0	0	0	0	0	0	0
2410131K14Rik	168	121	177	157	296	358	326
2410137M14Rik	1	0	0	1	1	0	1
2410141K09Rik	0	0	0	0	0	0	0
2500002B13Rik	3	11	4	10	11	10	15
2500004C02Rik	14	14	16	16	36	35	26
2510002D24Rik	93	236	142	113	231	227	150
2510003B16Rik	0	2	3	0	0	4	2
2510009E07Rik	721	453	636	622	1107	1414	985
2510039O18Rik	1933	1649	1790	1761	2941	3261	2439
2610001J05Rik	854	1346	907	802	1628	1611	1251
2610002M06Rik	352	284	363	316	608	614	518
2610005L07Rik	8	8	7	7	11	37	17
2610008E11Rik	29	26	21	32	54	62	44
2610016A17Rik	0	0	0	0	0	0	1
2610020C07Rik	3	5	7	5	6	15	8
2610020H08Rik	205	255	213	184	337	430	331
2610021A01Rik	44	34	48	51	66	109	84
2610027F03Rik	0	1	0	0	0	0	0
2610027K06Rik	5	2	1	0	1	3	2
2610028E06Rik	0	0	0	0	0	0	0
2610028H24Rik	1	2	4	1	4	1	1
2610035D17Rik	2	1	4	1	9	10	12
2610035F20Rik	0	0	0	0	0	0	0
2610037D02Rik	0	2	0	0	0	0	0
2610042L04Rik	0	0	0	0	0	0	0
2610044O15Rik8	12	38	15	15	40	37	24
2610203C22Rik	23	36	27	27	69	76	38
2610206C17Rik	10	9	6	8	7	19	9
2610300M13Rik	0	0	0	1	0	2	0
2610301B20Rik	68	88	83	65	143	162	134
2610305D13Rik	12	11	20	14	28	18	15
2610306M01Rik	10	29	18	21	27	30	18
2610307P16Rik	0	0	0	1	1	1	1
2610316D01Rik	0	0	0	0	0	1	0
2610318N02Rik	17	14	18	20	62	57	23
2610507B11Rik	2739	1786	2717	2545	4193	5517	4310
2610507I01Rik	155	103	139	0	2	0	6
2610524H06Rik	18	40	7	24	32	38	25
2610528A11Rik	1	3	3	1	4	6	1
2610528J11Rik	0	0	0	0	0	0	0
2700012I20Rik	4	2	2	4	13	8	4
2700038G22Rik	25	31	16	11	41	36	36
2700046A07Rik	0	0	0	0	0	0	0
2700046G09Rik	1	9	6	5	3	4	3
2700049A03Rik	139	84	140	104	189	224	188
2700054A10Rik	0	0	1	1	1	1	0
2700060E02Rik	955	1895	926	1008	1950	1798	1329
2700062C07Rik	91	121	104	96	152	194	127
2700069I18Rik	0	0	0	0	0	0	0
2700070H01Rik	0	0	0	0	0	0	0
2700081O15Rik	15	9	25	23	39	41	38
2700089I24Rik	0	0	0	0	0	0	0
2700094K13Rik	441	851	408	499	1154	830	740
2700097O09Rik	44	34	38	73	89	91	80
2700099C18Rik	52	63	50	37	102	105	92
2810001G20Rik	10	43	5	17	40	23	14
2810002D19Rik	27	26	28	35	51	65	36
2810004N23Rik	190	206	225	206	369	413	316
2810006K23Rik	129	171	161	95	215	195	172
2810013P06Rik	33	35	40	40	60	92	74
2810021J22Rik	23	35	43	41	96	147	89
2810025M15Rik	135	381	186	211	391	394	263
2810029C07Rik	4	1	0	1	3	7	2
2810030D12Rik	0	0	0	0	0	0	0
2810032G03Rik	0	0	0	0	0	0	2
2810039B14Rik	0	4	0	1	2	6	2
2810047C21Rik1	0	0	0	0	0	0	0
2810049E08Rik	0	0	0	0	0	0	0
2810403A07Rik	1169	803	1169	928	1751	2045	1802
2810403D21Rik	1	2	1	2	8	5	5
2810404M03Rik	0	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0	0
2810407A14Rik	0	1	1	1	1	1	2
2810408A11Rik	26	38	13	21	33	40	14
2810408B13Rik	1	0	0	0	0	0	0
2810408I11Rik	6	9	5	4	6	17	6
2810410L24Rik	0	0	0	0	0	0	0
2810417H13Rik	587	749	537	419	798	705	506
2810428I15Rik	599	1572	550	684	1440	1047	948
2810429I04Rik	0	0	0	0	2	1	2
2810433D01Rik	0	0	0	0	0	0	0
2810442N19Rik	0	0	0	0	0	0	0
2810454H06Rik	0	3	0	7	5	2	2
2810459M11Rik	0	0	0	2	0	0	0
2810468N07Rik	0	0	0	0	0	0	0
2810471M01Rik	0	0	0	1	1	0	1
2810474O19Rik	4120	2639	4552	4143	7288	10082	9315
2900005J15Rik	7	8	0	5	5	7	8
2900009J06Rik	0	2	0	0	0	0	3
2900011O08Rik	2	0	0	0	0	0	0
2900026A02Rik	8	2	2	1	14	20	8
2900040C04Rik	0	0	0	0	0	0	0
2900041M22Rik	0	0	0	0	0	1	0
2900052N01Rik	0	0	0	0	0	0	0
2900055J20Rik	0	1	0	0	1	0	0
2900057B20Rik	0	0	0	0	0	0	0
2900060B14Rik	0	5	2	0	1	4	1
2900060L22Rik	0	0	0	0	0	0	0
2900076A07Rik	13	14	25	13	45	41	25
2900079G21Rik	0	0	0	0	0	0	0
2900089D17Rik	87	72	72	73	108	96	95
2900092C05Rik	0	0	0	0	0	0	0
2900092D14Rik	3	4	1	5	1	1	0
2900097C17Rik	1996	1436	2301	1861	3657	4109	3642
3000002C10Rik	10	9	13	6	18	17	20
3010001F23Rik	0	0	0	0	0	0	0
3010003L21Rik	1	0	2	2	5	3	1
3010026O09Rik	18	15	24	16	25	28	22
3100003L05Rik	0	0	0	0	0	0	0
3110001I22Rik	117	125	110	104	204	169	199
3110002H16Rik	1523	1315	1734	1725	3005	3387	2664
3110004A20Rik	0	0	0	0	0	0	0
3110009E18Rik	33	50	26	22	41	43	14
3110009F21Rik	0	0	0	0	0	0	0
3110009M11Rik	1	0	1	0	0	1	0
3110015C05Rik	0	0	0	0	0	0	0
3110021A11Rik	0	0	0	1	2	6	1
3110035E14Rik	0	0	0	0	0	0	0
3110039I08Rik	0	0	0	0	0	1	0
3110039M20Rik	0	0	0	0	0	0	0
3110040M04Rik	0	0	0	0	0	0	0
3110040N11Rik	152	299	136	190	308	298	229
3110043O21Rik	1089	976	955	1059	2153	2354	1918
3110045C21Rik	7	2	4	3	8	4	2
3110052M02Rik	37	52	36	41	68	76	61
3110053B16Rik	89	62	67	64	112	138	102
3110056K07Rik	44	72	50	72	83	88	81
3110062M04Rik	88	65	83	71	131	146	115
3110067G11Rik	0	0	0	0	0	0	0
3110070M22Rik	2	2	0	2	2	1	1
3110079O15Rik	0	0	0	0	0	0	0
3110082I17Rik	202	226	188	235	423	437	295
3110082J24Rik	0	0	0	0	0	0	0
3110083C13Rik	2	0	0	0	3	0	0
3110099E03Rik	0	0	0	0	0	0	0
3200001D21Rik	0	0	0	0	0	0	1
3300002A11Rik	0	0	1	1	3	1	1
3300002I08Rik	7	3	2	5	12	7	4
3300002P13Rik	0	0	0	0	0	0	0
3300005D01Rik	4	14	10	8	4	5	2
3425401B19Rik	0	4	0	1	0	0	0
3632451O06Rik	0	0	0	0	0	0	0
3632454L22Rik	1	0	0	0	0	0	0
3830403N18Rik	7	42	21	18	17	24	32
3830406C13Rik	365	450	384	330	652	686	547
3830408C21Rik	3	4	3	1	3	5	2
3830417A13Rik	0	0	0	0	0	0	0
3830432H09Rik	0	0	0	0	0	0	0
3930402G23Rik	0	0	0	0	0	1	0
4430402I18Rik	5	6	1	5	17	7	2
4631405J19Rik	0	0	0	0	0	0	0
4631405K08Rik	0	0	0	2	0	0	0
4632404H12Rik	16	28	31	33	42	50	38
4632415L05Rik	32	22	23	22	74	56	51
4632427E13Rik	7	14	6	6	7	10	6
4632428C04Rik	0	0	0	2	0	3	0
4732414G09Rik	0	0	0	0	0	0	0
4732416N19Rik	0	0	0	0	1	0	1
4732419C18Rik	4	3	0	6	1	0	3
4732440D04Rik	46	43	40	33	65	91	71
4732465J04Rik	0	1	1	0	0	1	0
4732471J01Rik	1	2	0	5	1	3	3
4732490B19Rik	0	1	0	0	1	0	1
4732491K20Rik	12	7	2	4	9	5	10
4831407H17Rik	0	0	0	2	0	0	0
4831440D22Rik	0	0	0	0	0	0	0
4831440E17Rik	7	8	3	1	10	3	2
4833411C07Rik	0	0	0	0	0	0	1
4833412C05Rik	0	0	0	0	0	1	1
4833415N18Rik	0	0	1	0	0	2	1
4833417C18Rik	6	21	2	22	27	41	24
4833418N02Rik	8	17	9	7	15	20	9
4833419F23Rik	26	33	27	32	39	51	48
4833420G17Rik	348	407	359	296	624	716	563
4833422C13Rik	0	0	0	1	0	0	0
4833422M21Rik	0	0	0	0	0	0	0
4833423E24Rik	0	0	0	0	0	0	0
4833427F10Rik	0	0	0	0	0	0	0
4833427G06Rik	0	1	0	0	0	0	0
4833428L15Rik	0	0	0	0	0	0	0
4833438C02Rik	230	208	240	152	328	357	221
4833439L19Rik	1291	1058	1262	1144	2183	2467	1928
4833447I15Rik	3	0	2	2	6	4	4
4921501E09Rik	0	0	0	0	0	0	0
4921504A21Rik	0	3	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0	0
4921507G05Rik	0	0	0	0	3	0	0
4921507P07Rik	4	0	0	4	0	1	2
4921508D12Rik	0	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0	0
4921509O07Rik	0	0	0	0	0	0	1
4921511C10Rik	0	0	0	0	0	0	1
4921511C20Rik	0	0	0	0	0	0	0
4921511H03Rik	0	0	0	1	0	0	0
4921511I17Rik	0	0	0	0	0	0	0
4921511M17Rik	0	0	0	0	0	0	0
4921513H07Rik	0	0	0	0	0	0	0
4921513I03Rik	0	0	0	0	0	0	0
4921515E04Rik	0	0	0	0	0	0	0
4921517D16Rik	0	0	0	7	3	3	0
4921517D22Rik	0	0	0	0	0	0	0
4921518K17Rik	0	0	0	0	0	0	0
4921524J17Rik	168	144	143	187	303	291	241
4921524L21Rik	0	0	0	0	0	0	0
4921525O09Rik	0	0	0	0	0	0	0
4921528I07Rik	0	0	0	0	0	0	1
4921529L05Rik	4	0	0	2	6	2	3
4921530L21Rik	0	0	0	0	0	0	0
4921531C22Rik	37	31	30	29	50	65	53
4921531P14Rik	0	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0	0
4921534H16Rik	0	0	0	0	0	0	0
4921536K21Rik	32	11	10	8	21	16	19
4921539E11Rik	0	0	0	0	1	0	0
4922502D21Rik	1	1	0	3	0	1	1
4922502H24Rik	0	0	0	0	0	0	0
4922502N22Rik	2	3	0	5	1	0	0
4930401C15Rik	0	0	0	0	0	0	0
4930401G09Rik	0	0	0	1	0	1	0
4930401O10Rik	0	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	1	2	0
4930402D18Rik	0	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0	0
4930402F11Rik	0	0	0	0	0	0	0
4930402H24Rik	760	527	626	691	1417	1555	1242
4930402K13Rik	0	0	0	0	0	0	0
4930403D09Rik	0	0	0	0	0	0	0
4930404A05Rik	0	0	0	0	0	0	0
4930404H11Rik	0	0	0	0	0	0	0
4930404H24Rik	0	0	0	0	7	0	1
4930404I05Rik	1	2	0	0	3	0	0
4930404I20Rik	0	0	0	0	0	0	0
4930404K13Rik	0	0	0	0	0	0	0
4930404N11Rik	61	50	54	44	68	59	64
4930405A10Rik	0	0	0	0	0	0	0
4930405A21Rik	6	7	7	9	14	9	13
4930405D01Rik	0	0	0	0	2	0	0
4930405D11Rik	0	0	0	0	0	0	0
4930405J17Rik	0	0	0	0	0	0	0
4930405L22Rik	0	0	0	0	0	0	0
4930405O22Rik	1	1	3	2	0	2	3
4930406D18Rik	0	0	0	0	0	0	0
4930407G08Rik	0	0	0	0	0	0	0
4930407I02Rik	1	0	0	0	0	0	0
4930407I10Rik	3	0	0	0	0	0	0
4930407I19Rik	0	1	0	0	3	1	1
4930412B13Rik	0	0	0	0	0	0	0
4930412C18Rik	5	7	3	4	7	11	14
4930412E21Rik	0	0	0	0	0	0	0
4930412F12Rik	2	0	2	4	1	3	2
4930412L05Rik	0	2	0	2	2	4	1
4930412O13Rik	0	1	0	0	0	0	0
4930413E15Rik	0	0	0	0	0	0	0
4930413F20Rik	0	0	0	0	0	0	0
4930413G21Rik	12	7	10	12	7	7	16
4930413M19Rik	0	0	0	0	0	0	0
4930414F18Rik	0	0	0	0	0	0	0
4930414N06Rik	0	0	0	0	0	0	0
4930415F15Rik	2	12	1	1	7	14	1
4930415L06Rik	0	0	0	0	0	0	0
4930415O20Rik	0	0	0	1	0	0	0
4930417H01Rik	0	0	0	0	0	0	1
4930417O13Rik	7	3	4	4	8	19	15
4930417O22Rik	0	3	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0	0
4930421P07Rik	0	0	0	0	0	0	0
4930423D24Rik	1	0	0	0	0	0	0
4930423M02Rik	0	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0	0
4930425L21Rik	0	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0	0
4930426D05Rik	0	0	0	0	0	0	0
4930426I24Rik	0	0	0	0	0	0	0
4930426L09Rik	2	3	2	2	4	8	4
4930427A07Rik	69	82	96	76	151	147	94
4930428D20Rik	0	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0	0
4930428G15Rik	0	0	4	0	0	0	3
4930428N03Rik	0	0	0	0	0	0	0
4930428O21Rik	0	0	0	0	1	0	0
4930429B21Rik	0	0	0	0	3	3	1
4930429D17Rik	0	1	0	0	0	0	0
4930429F11Rik	0	0	0	0	0	0	0
4930429F24Rik	0	0	0	0	0	0	0
4930429P21Rik	0	0	0	0	0	0	0
4930430A15Rik	0	0	0	0	0	0	0
4930430E12Rik	71	129	124	110	273	290	282
4930430F08Rik	79	62	62	59	122	156	103
4930430F21Rik	0	0	0	0	0	0	0
4930430J02Rik	0	0	0	0	0	0	0
4930431F10Rik	0	0	0	0	0	0	0
4930431F12Rik	0	0	0	0	0	0	0
4930431P03Rik	44	20	19	20	42	27	23
4930431P22Rik	0	0	0	0	0	0	0
4930432E11Rik	0	0	0	0	0	0	0
4930432J09Rik	1	0	0	0	0	0	0
4930432K21Rik	20	4	9	4	7	9	11
4930432L08Rik	0	0	0	0	0	0	0
4930432M17Rik	0	0	0	0	0	0	0
4930432O09Rik	0	0	0	0	0	0	0
4930433B08Rik	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0
4930433N12Rik	1	0	0	0	0	0	0
4930434B07Rik	0	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0	0
4930435E12Rik	0	2	0	0	0	0	0
4930435F18Rik	0	0	0	0	0	0	0
4930437M23Rik	0	0	0	0	0	0	0
4930438A08Rik	1	0	0	0	0	1	2
4930438E09Rik	0	0	0	0	0	0	0
4930439A04Rik	0	0	0	0	0	0	0
4930439D14Rik	0	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0	0
4930440I19Rik	1	0	0	3	3	3	0
4930441H08Rik	0	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0	0
4930442E04Rik	0	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0	0
4930443O20Rik	0	0	0	0	0	1	1
4930444A19Rik	0	2	4	0	0	1	0
4930444F02Rik	0	0	0	0	0	0	0
4930444G20Rik	0	0	0	0	0	0	0
4930444M15Rik	3	0	0	0	0	0	0
4930444P10Rik	0	1	0	0	0	0	1
4930445E18Rik	1	2	1	1	10	4	8
4930445N18Rik	0	0	0	0	0	0	0
4930447A16Rik	0	0	0	0	0	0	0
4930447C04Rik	0	0	0	0	0	1	1
4930447F24Rik	10	7	5	2	9	19	7
4930447J18Rik	0	0	0	0	0	0	0
4930447K03Rik	0	0	0	0	0	0	0
4930447M23Rik	2	0	0	10	10	9	6
4930447N08Rik	0	0	0	0	0	0	0
4930448C13Rik	0	0	0	0	0	0	0
4930448F12Rik	0	2	0	3	3	0	0
4930448H16Rik	0	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0	0
4930448I18Rik	0	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0	0
4930449C09Rik	0	2	0	1	2	3	0
4930449E01Rik	0	0	0	0	0	0	0
4930449E18Rik	0	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0
4930451E10Rik	0	0	0	0	0	0	0
4930451G09Rik	0	0	2	1	5	2	1
4930451I11Rik	0	0	0	0	0	0	0
4930452A19Rik	0	0	0	0	0	0	0
4930452B06Rik	2	1	1	1	8	9	8
4930452G13Rik	0	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0	0
4930453L07Rik	0	0	0	0	0	0	0
4930453N24Rik	381	633	352	333	663	644	589
4930455B14Rik	0	0	0	0	0	0	0
4930455C13Rik	0	0	0	2	1	1	5
4930455D15Rik	0	3	0	2	1	0	1
4930455F16Rik	0	0	0	0	0	0	0
4930455G09Rik	29	55	30	8	49	41	25
4930455H04Rik	0	0	0	0	0	0	0
4930455J16Rik	0	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	0	0
4930458A03Rik	0	0	1	0	0	0	0
4930459C07Rik	0	3	0	2	2	6	1
4930459I23Rik	0	0	0	0	0	0	0
4930459L07Rik	0	0	1	0	0	0	0
4930461C15Rik	0	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0	0
4930463O16Rik	0	0	0	0	0	0	0
4930465K10Rik	0	0	0	0	0	0	0
4930465M20Rik	0	0	0	0	0	0	0
4930467D21Rik	0	0	0	0	0	0	0
4930467E23Rik	2	0	0	1	4	4	1
4930467J12Rik	0	0	0	0	0	0	0
4930467K11Rik	0	0	0	1	3	1	0
4930469G21Rik	0	0	0	0	0	0	0
4930469K13Rik	0	0	1	0	0	0	1
4930470H14Rik	0	0	0	0	0	0	0
4930470O06Rik	0	4	0	0	1	1	0
4930470P17Rik	0	0	0	0	0	0	0
4930471C04Rik	0	0	0	5	0	0	0
4930471G03Rik	0	0	0	0	0	0	0
4930471G24Rik	0	0	0	0	0	0	0
4930471L23Rik	0	0	0	0	0	0	0
4930471M09Rik	0	0	0	0	0	0	0
4930473A02Rik	4	6	11	9	9	9	8
4930473H19Rik	1	0	1	1	1	0	0
4930473O22Rik	0	0	0	0	0	0	0
4930474G06Rik	0	0	0	0	0	0	0
4930474H20Rik	1	0	1	0	4	0	0
4930474M22Rik	0	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0	0
4930474N09Rik	0	0	0	0	1	0	3
4930477N07Rik	0	0	0	0	0	0	0
4930478L05Rik	0	2	4	1	1	0	0
4930478P22Rik	0	0	0	0	0	0	0
4930479D17Rik	2	1	1	0	2	0	1
4930479H17Rik	0	0	0	0	0	0	0
4930480E11Rik	0	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0	0
4930480K15Rik	0	3	0	0	3	0	0
4930480K23Rik	0	4	4	4	5	12	5
4930480M12Rik	0	0	0	0	0	0	0
4930481A15Rik	9	21	5	10	20	15	17
4930482G09Rik	0	0	1	1	0	0	0
4930483J18Rik	0	0	0	0	0	1	0
4930483K19Rik	2	0	11	0	1	0	0
4930483O08Rik	0	0	0	0	0	0	0
4930484H19Rik	0	1	2	0	0	0	3
4930486F22Rik	0	0	0	0	0	0	0
4930486I03Rik	0	0	0	0	0	0	0
4930486L24Rik	0	0	0	1	4	2	1
4930487D11Rik	1	0	0	0	0	1	0
4930487H11Rik	2	0	1	2	0	1	1
4930488B22Rik	0	0	0	0	0	0	0
4930488L21Rik	0	0	0	0	0	0	0
4930488N24Rik	0	0	0	0	0	0	0
4930500A05Rik	0	0	2	3	1	0	0
4930500F04Rik	0	0	0	0	0	1	0
4930500G05Rik	0	0	2	0	0	0	0
4930500H12Rik	0	0	0	0	2	0	0
4930500L23Rik	2	1	1	0	1	2	0
4930502A04Rik	0	0	0	0	0	0	0
4930502C15Rik	0	0	0	0	0	0	0
4930502E09Rik	0	0	0	0	0	0	0
4930502E18Rik	32	28	18	37	63	61	51
4930503B20Rik	0	0	0	0	0	0	0
4930503E14Rik	0	0	0	0	0	0	0
4930503E24Rik	0	0	0	0	0	0	0
4930503F20Rik	0	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0	0
4930503L19Rik	541	265	501	451	801	1111	891
4930503O07Rik	0	0	0	0	0	0	0
4930504C09Rik	0	0	0	0	0	0	0
4930504O13Rik	0	0	0	0	0	0	0
4930505A04Rik	0	0	0	0	0	1	0
4930505G20Rik	0	0	0	0	0	0	0
4930505K13Rik	0	0	0	0	0	0	0
4930505K14Rik	0	0	0	0	0	0	0
4930505N22Rik	1	1	2	2	1	2	0
4930505O20Rik	0	0	0	0	0	0	0
4930506A18Rik	0	0	0	0	0	0	0
4930506C21Rik	7	4	14	6	4	5	3
4930507D05Rik	0	1	1	1	1	4	2
4930507D10Rik	0	0	0	0	3	0	0
4930509E16Rik	5	7	2	1	3	5	1
4930509J09Rik	0	0	0	0	0	0	0
4930509K18Rik	0	0	0	0	0	0	0
4930511A02Rik	0	0	0	0	1	0	0
4930511A08Rik	0	0	0	0	0	0	0
4930511E03Rik	0	0	0	0	0	0	0
4930511M06Rik	0	0	0	2	3	1	0
4930512B01Rik	1	3	0	0	0	0	1
4930512H18Rik	0	0	0	0	4	0	2
4930512J16Rik	24	9	10	32	61	92	58
4930512M02Rik	0	0	0	0	0	0	0
4930513D17Rik	0	0	0	0	0	0	0
4930513L16Rik	0	0	0	2	0	0	0
4930513N10Rik	8	3	16	4	8	19	15
4930513O06Rik	0	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	0	0	0
4930515G01Rik	17	13	16	3	8	10	8
4930515G16Rik	0	0	0	0	0	0	0
4930515L03Rik	0	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0	0
4930517E11Rik	3	0	0	1	0	2	3
4930517G24Rik	0	0	0	0	0	1	0
4930517M08Rik	0	0	0	0	0	0	0
4930518J21Rik	0	0	0	0	0	0	0
4930518P08Rik	0	0	0	0	0	0	0
4930519D14Rik	0	0	0	0	0	0	0
4930519F09Rik	1	0	0	0	0	0	1
4930519F16Rik	0	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0	0
4930519H02Rik	0	0	0	1	0	0	0
4930519K11Rik	0	0	0	0	0	0	0
4930520O04Rik	1	4	1	1	10	5	7
4930520P13Rik	0	0	0	0	0	0	0
4930521E06Rik	0	1	0	2	1	0	0
4930521O11Rik	0	0	0	0	0	0	0
4930521O17Rik	0	0	0	0	0	0	0
4930522H14Rik	0	0	0	0	0	0	0
4930522L14Rik	23	18	21	8	32	45	22
4930522O17Rik	0	0	0	0	0	0	0
4930522P08Rik	2	2	3	1	1	1	3
4930523C07Rik	1772	1489	1527	1075	1985	2556	1840
4930523O13Rik	1	0	0	0	0	0	0
4930524B15Rik	0	0	0	0	0	0	0
4930524B17Rik	0	0	0	0	0	0	0
4930524C18Rik	2	3	0	0	0	2	0
4930524N10Rik	0	0	0	0	0	0	0
4930524O05Rik	0	0	0	0	0	0	0
4930524O08Rik	0	0	0	0	0	0	0
4930525C09Rik	0	0	0	0	0	0	0
4930525D18Rik	1	0	0	0	0	0	0
4930525G20Rik	0	0	0	0	1	2	0
4930526F13Rik	0	0	0	0	0	0	0
4930526H09Rik	0	0	0	0	0	0	0
4930526I15Rik	61	91	42	41	104	80	56
